21488,11260
804,11260
10173,11260
13815,11260
35655,11260
49632,11260
25221,11260
787,11260
64597,21820
69315,21820
64596,21820
13813,21820
49621,21820
8651,
13814,
60520,
20015,21820
60519,
17320,13820
56642,13820
192867,13820
3086,26620
71325,46220
717,13820
74173,13820
189851,13820
5360,13820
16820,13820
24257,13820
71221,13820
720,
30283,46220
43846,20020
4152,
714,
65128,
715,22520
1002,13820
73312,13820
16599,46220
83943,19300
74138,13820
67020,26620
48693,26620
713,26620
57292,26620
28119,26620
591,26620
64338,11500
710,
4143,19300
11906,19300
60827,19300
83740,19300
73187,19300
721,19300
13993,33860
73642,33860
706,33860
72307,33860
189983,33860
60829,33860
711,
11113,17980
32851,20020
84802,33860
701,33860
62207,
77496,13820
21258,46220
70429,46220
68427,
2768,
52420,22220
86534,
92872,
38585,
35692,
81593,22220
2767,22220
60354,22220
52430,22220
66469,22220
60353,22900
29560,22900
168154,22900
78314,
608,
13988,
2769,27860
2784,27860
2770,30780
2787,30780
57548,30780
57545,30780
33543,30780
11951,30780
33440,30780
58267,30780
37005,30780
2777,
35283,
52423,
607,30780
41212,30780
29557,22220
52432,22220
67347,22220
4585,45500
52426,22220
9959,39140
168403,46060
81441,43420
41517,22380
24749,22380
29464,22380
63927,46060
83491,
24753,29420
30932,29420
35486,38060
2728,38060
35587,38060
59440,38060
41223,38060
7143,38060
40993,38060
68886,38060
81458,38060
67868,38060
35705,38060
2739,38060
72618,38060
73764,38060
35811,39140
35095,46060
26655,38060
36918,46060
30601,46060
44052,46060
11908,46060
25735,46060
48663,46060
2722,46060
53004,46060
2731,46060
78036,46060
74449,20940
33639,20940
24518,31080
8263,
29234,31080
57456,12540
40878,12540
18732,12540
69735,12540
34459,12540
51501,12540
34438,12540
4148,12540
18747,12540
7700,12540
63865,40140
83825,
40517,20940
10536,40140
10535,40140
4939,33700
33745,
51930,49700
24508,17020
23302,23420
21533,41860
19783,31080
57945,42220
51208,20940
36170,20940
53382,
55435,
42640,
58618,
8378,
67494,23420
57457,23420
18740,23420
8620,23420
56034,23420
35594,23420
69733,23420
34439,23420
18745,23420
4328,31080
51656,40140
190946,40140
191793,40140
51207,40140
66321,41740
41125,42200
41126,42200
35608,31080
282,31080
21422,31080
22208,31080
33742,31080
191101,31080
3167,31080
60026,31080
13058,31080
35670,31080
35123,31080
47906,31080
38430,31080
26231,31080
9628,31080
167309,31080
58608,23420
168338,
58609,
70900,33700
35611,41500
26249,41500
49153,41860
35703,41860
60549,31080
56384,31080
25577,40140
16749,40140
67013,40140
58605,17020
68666,42020
35512,47300
55083,31080
8291,39820
47285,39820
34574,39820
22161,31080
35855,40900
25048,40900
334,40900
51499,40900
52891,40900
2424,40900
18736,40900
33875,40900
10205,40900
52953,40900
19653,41500
14867,41500
167838,41500
52888,41500
58795,40140
58978,31080
42122,41740
40876,41740
35277,41740
10238,41740
58827,41740
4035,41740
6124,41740
11371,41740
34470,41860
51189,41860
37511,41860
52887,41860
25452,41860
35500,41860
43095,41860
65526,41860
71586,41860
69619,41860
33778,41860
35280,41860
34564,41860
22644,41860
64987,41860
35663,41860
19654,42020
33870,42020
12930,42020
58616,42020
31354,42020
29885,42020
58927,41740
58912,41860
37689,41860
59013,23420
67884,31080
60639,42200
12144,42200
60637,42200
18741,42200
63165,42200
167844,42200
31351,42200
31352,42200
18148,34900
34440,42220
56550,40900
20871,40900
10242,40900
16729,40140
51429,41860
36717,31080
14000,31080
68406,47300
51488,47300
16950,47300
8214,41500
23179,
57219,19740
22685,19740
37101,19740
35991,17820
52579,17820
35037,17820
40875,19740
23074,19740
14040,19740
68581,19740
126,19740
35883,19740
47903,19740
29455,19740
20476,19740
168750,19740
68695,24540
24514,19740
48589,
84224,
82613,
125,24540
70578,
70596,24300
52593,24300
24766,24300
31597,24300
14042,24300
71948,24300
166510,24540
38375,24540
70579,
69170,17820
59014,17820
166331,17820
24515,39380
20373,
63158,
70493,35300
13594,14860
10153,25540
147,25540
53115,25540
13602,25540
3072,25540
74214,25540
74170,25540
74109,35300
33081,35300
13595,35300
51980,35980
13607,35980
14050,25540
1051,47900
167370,47900
65593,47900
50347,47900
65670,47900
27772,47900
51567,47900
22207,47900
47904,47900
30576,47900
189357,12580
72335,41540
1283,37980
72338,37980
51984,37980
51349,33100
6601,45300
70649,39460
11125,45300
57538,45300
53465,36740
6744,36740
24582,36740
25738,36740
131,19660
81669,
64971,33100
71085,39460
62388,39460
22093,39460
35575,38940
29715,38940
31570,37860
54938,37860
6554,19300
189850,23540
83965,23540
16993,23540
69440,23540
7726,23540
7727,23540
60536,33100
63901,26140
73130,27260
4754,27260
65046,27260
35576,27260
11909,27260
29712,27260
53116,27260
189860,27260
29719,27260
72053,
27387,
4352,
61702,36740
27290,33100
53819,45300
60018,36740
9881,36740
22245,
81594,
71238,37340
5802,36740
67602,36740
63840,33100
53113,33100
13456,33100
10203,33100
66358,33100
47902,33100
73230,33100
4366,33100
63154,33100
12497,33100
48608,33100
30129,33100
60165,33100
9614,33100
67971,33100
29547,33100
191318,18880
25538,34940
19183,39460
58261,15980
61504,39460
12171,36740
70651,36100
2130,45300
11893,27260
41225,36740
12855,36740
71293,36740
55454,36740
10073,36740
10549,36740
189855,36740
10521,36740
72076,36740
54940,36740
52240,
70865,38940
11123,33100
2942,37460
66398,37460
73136,37460
4351,37460
6093,37460
4354,37460
69993,37860
71363,19300
17611,19300
10894,19300
41210,19300
9425,33100
61251,35840
39241,27260
11290,45300
4108,45300
11559,45300
74112,45300
83929,33100
63557,38940
189847,45220
82735,45220
41065,45220
21801,45220
66908,
3032,45220
64592,45300
68569,45300
21808,45300
64588,45300
69338,45300
60559,45300
74559,45300
55106,45300
51988,38940
71580,39460
16788,45300
18894,42680
59443,33100
52527,33100
61084,33100
39736,33100
70713,
70815,
23948,12060
48813,12060
51163,12060
72120,12060
64033,12060
4190,12060
35090,12060
22819,12060
70689,12060
168812,12060
23960,12060
55108,12060
13206,12060
6900,12060
73937,12260
3369,12260
70699,12260
27140,12260
17464,12260
3228,12260
23486,
69446,42340
71236,
23942,19140
23935,
595,17980
3359,17980
17544,17980
23918,12060
37179,17980
12472,17980
63867,
60825,16860
49235,19140
49236,19140
23930,
46991,31420
58262,31420
21150,31420
43847,31420
24618,31420
68058,12060
35418,12060
23917,
54728,31420
51969,12060
23947,42340
590,42340
37174,42340
48662,42340
189859,42340
69447,42340
31590,
63329,
48763,46660
23487,46660
28155,
23929,
23937,
36914,
4146,
64544,
34846,
37103,
4144,46520
26431,46520
34527,46520
36917,46520
34445,46520
3246,46520
36846,46520
65395,46520
34867,46520
51241,46520
64548,46520
27425,46520
27969,46520
83180,46520
664,
77483,46520
4145,27980
26428,27980
64551,27980
34859,27980
37105,27980
36920,27980
89714,46520
8661,19780
51502,19780
82619,
7841,19340
9719,
35336,16300
25685,
21156,16300
29108,36540
5471,19340
6885,19340
54011,19340
33710,19780
29102,19780
66221,19780
189843,19780
56527,19780
78915,19780
17625,
29100,
29095,
35096,
46753,
29086,
66402,
81509,
53820,
29085,36540
11265,43580
29096,43580
39665,43580
66170,43580
77451,43580
593,
81595,16300
29114,
34858,14260
49760,14260
27621,14260
62442,14260
11644,14260
35097,14260
59363,14260
62424,17660
168287,38540
66258,
41238,38540
56028,
56032,
59257,
62382,
28230,14260
59255,14260
17402,
62430,
1270,38540
78910,38540
35200,
62427,
1255,
37238,41180
66978,16980
60539,16980
5875,37900
4297,
25684,19180
189857,16580
42124,16580
18301,
35092,16980
9617,16980
72115,16980
168237,16980
12279,16980
71428,16980
47905,16980
22211,16980
168662,16980
168561,16980
10981,16980
73226,16980
70119,16980
10802,16980
35101,16980
70852,19500
16363,19500
57221,41180
4689,40420
81946,19340
73999,16060
70536,
66983,16060
12498,16980
998,
70537,
67786,
5468,19340
73319,19340
40861,41180
4301,
6866,37900
24801,37900
42121,37900
52280,37900
28311,37900
189058,16980
54275,
4593,
71561,
13950,19340
73940,40420
72945,40420
52408,40420
66996,
42116,44100
25686,44100
62009,44100
71111,16980
68939,16580
69544,19180
67787,
66536,14020
10253,26900
68007,26900
56523,26900
6838,31140
74007,43780
24215,21780
67802,21780
17742,21780
61039,21780
189735,21780
3661,21780
72041,21780
13991,21780
13960,23060
73905,23060
39270,23060
25040,23060
22108,23060
67485,23060
49803,16980
48772,16980
32334,16980
190788,26900
167765,26900
39269,26900
70162,26900
28199,26900
37102,26900
41397,26900
40877,26900
7908,26900
146,26900
70161,26900
70416,26900
168419,
6837,31140
56526,26900
73204,
28462,26900
29292,
3646,34620
67869,17140
55315,31140
34167,31140
73983,43780
41671,43780
41674,43780
36117,43780
70655,45460
20426,45460
65247,45460
4329,
65523,
162115,
166332,48620
79258,
66414,
72361,
65535,
66416,
72359,
66415,
60675,
83181,
33345,
66413,
77063,48620
60683,
42636,28140
58552,
83992,
11912,
70938,45820
166546,45820
63160,45820
67335,45820
43649,45820
49397,45820
65522,48620
72348,
190120,48620
11911,48620
72358,48620
34171,26580
67798,26580
27696,
4692,14540
61217,14540
71861,14540
34177,14540
8500,
25173,
34204,17140
64017,
34181,21060
